DPSCF300114	CM019198.1	99.875	17665	22	0	301096	318760	7456582	7474246	0.0	32540
DPSCF300114	CM019198.1	99.587	11132	46	0	449750	460881	7605236	7616367	0.0	20388
DPSCF300114	CM019198.1	100.000	9541	0	0	366157	375697	7521643	7531183	0.0	17620
DPSCF300114	CM019198.1	99.483	9276	48	0	163890	173165	7319376	7328651	0.0	16953
DPSCF300114	CM019198.1	100.000	9006	0	0	480997	490002	7636483	7645488	0.0	16632
DPSCF300114	CM019198.1	100.000	8939	0	0	323061	331999	7478547	7487485	0.0	16508
DPSCF300114	CM019198.1	100.000	8737	0	0	225767	234503	7381253	7389989	0.0	16135
DPSCF300114	CM019198.1	100.000	8645	0	0	462055	470699	7617541	7626185	0.0	15965
DPSCF300114	CM019198.1	100.000	8194	0	0	409133	417326	7564619	7572812	0.0	15132
DPSCF300114	CM019198.1	100.000	7926	0	0	85152	93077	7240638	7248563	0.0	14637
DPSCF300114	CM019198.1	100.000	7832	0	0	197071	204902	7352557	7360388	0.0	14464
DPSCF300114	CM019198.1	100.000	6581	0	0	204967	211547	7360453	7367033	0.0	12153
DPSCF300114	CM019198.1	100.000	6316	0	0	142019	148334	7297505	7303820	0.0	11664
DPSCF300114	CM019198.1	99.294	6233	44	0	497734	503966	7653220	7659452	0.0	11348
DPSCF300114	CM019198.1	99.591	6113	25	0	75873	81985	7231359	7237471	0.0	11197
DPSCF300114	CM019198.1	100.000	5972	0	0	261512	267483	7416998	7422969	0.0	11029
DPSCF300114	CM019198.1	100.000	5796	0	0	150427	156222	7305913	7311708	0.0	10704
DPSCF300114	CM019198.1	100.000	5722	0	0	504014	509735	7659500	7665221	0.0	10567
DPSCF300114	CM019198.1	100.000	5466	0	0	394382	399847	7549868	7555333	0.0	10094
DPSCF300114	CM019198.1	100.000	5043	0	0	11755	16797	7167241	7172283	0.0	9313
DPSCF300114	CM019198.1	99.461	4828	26	0	344180	349007	7499666	7504493	0.0	8820
DPSCF300114	CM019198.1	100.000	4720	0	0	429315	434034	7584801	7589520	0.0	8717
DPSCF300114	CM019198.1	100.000	4576	0	0	361542	366117	7517028	7521603	0.0	8451
DPSCF300114	CM019198.1	100.000	4448	0	0	159401	163848	7314887	7319334	0.0	8215
DPSCF300114	CM019198.1	100.000	4306	0	0	181709	186014	7337195	7341500	0.0	7952
DPSCF300114	CM019198.1	99.535	4303	20	0	400101	404403	7555587	7559889	0.0	7873
DPSCF300114	CM019198.1	98.843	4321	50	0	98249	102569	7253735	7258055	0.0	7795
DPSCF300114	CM019198.1	100.000	4212	0	0	247856	252067	7403342	7407553	0.0	7779
DPSCF300114	CM019198.1	100.000	4159	0	0	34137	38295	7189623	7193781	0.0	7681
DPSCF300114	CM019198.1	99.369	3965	25	0	48838	52802	7204324	7208288	0.0	7230
DPSCF300114	CM019198.1	99.394	3958	24	0	118781	122738	7274267	7278224	0.0	7221
DPSCF300114	CM019198.1	100.000	3857	0	0	352258	356114	7507744	7511600	0.0	7123
DPSCF300114	CM019198.1	100.000	3852	0	0	58773	62624	7214259	7218110	0.0	7114
DPSCF300114	CM019198.1	98.797	3908	47	0	417654	421561	7573140	7577047	0.0	7044
DPSCF300114	CM019198.1	99.426	3831	22	0	134173	138003	7289659	7293489	0.0	6994
DPSCF300114	CM019198.1	100.000	3761	0	0	356162	359922	7511648	7515408	0.0	6946
DPSCF300114	CM019198.1	100.000	3728	0	0	65088	68815	7220574	7224301	0.0	6885
