"","X","CHROM","BIN_START","BIN_END","West_vs_East_Fst","West_vs_resident_Fst","East_vs_resident_Fst","migrant_vs_resident_Fst","East_vs_texas_Fst","West_vs_texas_Fst","migrant_pi","resident_pi","West_vs_Florida_FST","East_vs_Florida_FST","Texas_vs_Florida_FST","East_sub_vs_Puerto_Rico_FST","Auto_Allo","Chr_number"
"11923",11922,"DPSCF300114",120001,130000,0.000551095254,0.0143995599196,0.014527746521,0.003060241161,0.010556914184,0.0106681164277,0.0124835139,0.0100751647,0.020902165192,0.021397911057,0.0006164016308,0.00308450856,"A",16
"11925",11924,"DPSCF300114",140001,150000,0.0008551726662,0.013194150245,0.013501369128,0.002601095299,0.010171436822,0.0100825987874,0.0122340661,0.0095143797,0.01853270901,0.017903695355,0.0010809683094,0.0083551103,"A",16
"11912",11911,"DPSCF300114",10001,20000,0.0005799861461,0.0119203890892,0.012018996372,0.002696951748,0.008796061333,0.00893465405,0.0101120859,0.0080130728,0.016694095475,0.016352433666,0.0005620836484,0.0026551653,"A",16
"20550",20549,"DPSCF300322",360001,370000,0.001168274864,0.00912454283,0.010117053955,0.0020841130042,0.0079028900712,0.0069758470579,0.0113648326,0.0084392145,0.0114904311859,0.01429515385,0.001558927565,NA,"A",16
"20555",20554,"DPSCF300322",410001,420000,0.001048841273,0.009300930419,0.009508913421,0.001608543817,0.007676738469,0.00741972221587,0.0110109862,0.0083352927,0.0136425234789,0.014361015424,0.0012108025803,NA,"A",16
"11927",11926,"DPSCF300114",160001,170000,0.0012142546981,0.0088171953508,0.009437906631,0.002043137651,0.007327633067,0.0067979486246,0.0113538418,0.0079745082,0.012799144195,0.01388742197,0.00114734974916,0.0129916658,"A",16
"11917",11916,"DPSCF300114",60001,70000,0.000641195038,0.0090882831712,0.00941175197,0.001379222847,0.007086104149,0.0069673001897,0.009190111,0.0070862738,0.015048154093,0.015417471525,0.000633338366,0.0053069172,"A",16
"11918",11917,"DPSCF300114",70001,80000,0.0005172325105,0.0088103817,0.009084131414,0.00207960749,0.006583034322,0.0065192455207,0.0080351619,0.0061261448,0.0171959301279,0.01677280272,0.0006663015782,0.00189377,"A",16
"11926",11925,"DPSCF300114",150001,160000,0.000921463362,0.0086648383998,0.009077995963,0.00194897701,0.007188868492,0.0068001406508,0.0103131826,0.007481045,0.0163888402669,0.017025884399,0.0012860642166,0.012921287,"A",16
"11948",11947,"DPSCF300114",370001,380000,0.000875133803,0.0088277207582,0.009024046004,0.001573503963,0.007198078064,0.0070065565556,0.0109131827,0.0083235278,0.0107429642986,0.012474807216,0.0012013981644,0.00514782186,"A",16
"11928",11927,"DPSCF300114",170001,180000,0.00088391995028,0.0085030080636,0.008973228382,0.001695781571,0.007097882182,0.0066958211085,0.0105736226,0.0075130712,0.01336883286,0.013066073408,0.000879529517,0.0105417796,"A",16
"11930",11929,"DPSCF300114",190001,2e+05,0.0009784732759,0.0082833495912,0.008657478548,0.002323811967,0.0066461118796,0.0064343859231,0.0101593368,0.0067437905,0.013512479429,0.014523631368,0.0012410768584,0.00618177592,"A",16
"11949",11948,"DPSCF300114",380001,390000,0.000957477729,0.00833070178839,0.008632172607,0.002111606008,0.006704934191,0.0063175299814,0.011238457,0.0087758161,0.0111310412685,0.011789394916,0.0012967168698,0.00419993187,"A",16
"11920",11919,"DPSCF300114",90001,1e+05,0.000497321371,0.0078843376712,0.008168000822,0.0015008072,0.006222815102,0.0060856206087,0.0075340647,0.0055202622,0.0132683452569,0.012822890489,0.000608576727,0.0028058454,"A",16
"11947",11946,"DPSCF300114",360001,370000,0.0011628629695,0.007518667014,0.007510040709,0.001721549152,0.0060115553881,0.0059225685665,0.0105934031,0.0079869269,0.010289402328,0.010300010929,0.00121136164,0.00239069566,"A",16
"11929",11928,"DPSCF300114",180001,190000,0.000837305479,0.0070665921856,0.007401776337,0.00148146708,0.005867945496,0.0055245305198,0.0090252719,0.0065784311,0.010763468938,0.010517687441,0.0011479542983,0.00574241633,"A",16
"11937",11936,"DPSCF300114",260001,270000,0.00074711465626,0.0070751826626,0.007235536054,0.00200569277,0.005532275306,0.0054042287121,0.0095966993,0.0058496724,0.009505768655,0.009926893348,0.0011246479925,0.00599718552,"A",16
"20526",20525,"DPSCF300322",120001,130000,0.0008987131339,0.006999761575,0.007209088001,0.001501279204,0.005579980851,0.0054682831032,0.0090549427,0.0063490189,0.0111777410661,0.011907384401,0.00109426287,NA,"A",16
"11953",11952,"DPSCF300114",420001,430000,0.0008130997345,0.0068145724714,0.007015087063,0.00154366662,0.005428737555,0.0052686740091,0.0079615354,0.0065954249,0.010832010601,0.0112390465358,0.0009620233389,0.00417399671,"A",16
"11950",11949,"DPSCF300114",390001,4e+05,0.000772110061,0.00676667543044,0.007014312613,0.00184380754,0.005457455129,0.0051958182161,0.0076956021,0.0054699345,0.0092954324519,0.009050797995,0.000942878372,0.00398057225,"A",16
"20540",20539,"DPSCF300322",260001,270000,0.0007402445728,0.00659353915579,0.006942232559,0.001302628434,0.005715162097,0.0053118622722,0.007772526,0.0056104573,0.008497572919,0.010031066271,0.00071803604386,NA,"A",16
"11952",11951,"DPSCF300114",410001,420000,0.00123191753307,0.0065884211232,0.006936725722,0.00158683185,0.005716416912,0.0053588887224,0.0090087884,0.0067843125,0.010072876993,0.010243156319,0.0008949272894,0.00478050818,"A",16
"11946",11945,"DPSCF300114",350001,360000,0.000994029215,0.006563152329,0.006883767493,0.001867934128,0.0052808899131,0.0049679249885,0.0084142818,0.0059973843,0.012338273676,0.012849413082,0.0010895564671,0.00340449557,"A",16
"11956",11955,"DPSCF300114",450001,460000,0.00096502530525,0.006347155595,0.006823068014,0.001330780416,0.0054889646628,0.0050646523929,0.0089626353,0.0064516334,0.0086615277602,0.008718933801,0.001033094832,0.0045979157,"A",16
